,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Interpolate N,Interpolate %,,,,,,,,,,,,,,,,,,,,,,,
"7,248626","9,786808972","126,5454545","0,0669180591","0,2033976027","0,9349208119","7,221946872",,,,,,,,,,,,,,,,,,,"1,134698103","1,367780043","7,724661575","0,3313544751","-0,04183768625","-0,00746583645","0,03983246447",
"7,75602982","9,963779747","128,7272727","0,04457326428","0,1994102268","0,956194652","7,729146727",,,,,,,,,,,,,,,,,,,"1,157042897","1,412469633","8,083235679","0,3176310535","-0,04010493099","-0,006794340803","0,03806548762",
"8,298951907","10,14476757","130,9090909","0,02172126686","0,1955387762","0,977884564","8,270174667",,,,,,,,,,,,,,,,,,,"1,179894895","1,458173628","8,457209544","0,304555986","-0,03845403863","-0,006187950881","0,0363822495",
"10,51367854","10,8280401","133,0909091","-0,06455051777","0,1816560844","1,059508282","10,57065888",,,,,,,,,,,,,,,,,,,"1,266166679","1,630717197","9,976947854","0,261136411","-0,03297176907","-0,004407525088","0,03084032434",
"12,88343604","11,43199043","135,2727273","-0,1408068722","0,1714624611","1,130835079","12,89165386",,,,,,,,,,,,,,,,,,,"1,342423034","1,783229906","11,40011846","0,2309359891","-0,02915858448","-0,003364413735","0,02699027285",
"15,41907656","12,01566329","137,4545455","-0,2145029405","0,1629591654","1,199050908","15,40453672",,,,,,,,,,,,,,,,,,,"1,416119102","1,930622043","12,84727498","0,2069965025","-0,02613592204","-0,002647284418","0,0239500056",
"18,13221192","12,58028251","139,6363636","-0,2857932468","0,1557382334","1,264378744","18,09591274",,,,,,,,,,,,,,,,,,,"1,487409408","2,073202655","14,3120982","0,1876030504","-0,02368725384","-0,002135253526","0,02149875605",
"21,03526676","13,13171429","141,8181818","-0,3554184715","0,1494619673","1,327571199","20,97931989",,,,,,,,,,,,,,,,,,,"1,557034633","2,212453105","15,80278324","0,1714725911","-0,02165057968","-0,001755122344","0,01947076683",
"24,14153543","13,67394759",144,"-0,4238822711","0,1439118922","1,38914196","24,06706848",,,,,,,,,,,,,,,,,,,"1,625498433","2,349380704","17,32513247","0,1577872444","-0,01992263186","-0,001464438851","0,01775988197",
,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth Coef,"0,5","0,2","0,3",1,2
boss_grenades,VisionDistance,VisionAng,FireDelay,BetweenShotsDelay,GrenadesDamage,DmgFront,GrenadesGrenadeSpeed,SweepRotationTime,SweepRotationSpan,,,,,,,,,,,,,,,,RunTime,ShootTime,ShotsAvg,dVisionDist,dFireDelay,dBetweenShots,dDamagePerShot,
"1,281",8,100,"0,3",1,"0,96","1,832727273",10,"4,8",100,,,,,,,,,,,,,,,,"0,9090909091","0,9090909091","1,909090909","2,0625","-0,1041666667","-0,171875","0,2619047619",
"1,4091","7,12626875","101,8181818","0,3441278409","1,072810938","0,84905","1,44629413","10,3","4,712727273",103,,,,,,,,,,,,,,,,"0,7987713068","0,7546434659","1,703426335","2,501814565","-0,1263542709","-0,2694403053","0,2935260479",
"1,55001","7,385746625","103,6363636","0,3310228977","1,044865702","0,8794933095","1,55330609","10,6","4,625454545",106,,,,,,,,,,,,,,,,"0,8315336648","0,800510767","1,766137472","2,352302248","-0,1188031439","-0,2326014878","0,28310367",
"1,705011","7,742602426","105,4545455","0,3129998775","1,009578914","0,9224415263","1,711495755","10,9","4,538181818",109,,,,,,,,,,,,,,,,"0,8765912154","0,8635913379","1,855397558","2,167038444","-0,1094463861","-0,1919219637","0,2694840239",
"1,82436177","7,987187418","107,2727273","0,3006471001","0,9879174468","0,952857114","1,827500703","11,2","4,450909091",112,,,,,,,,,,,,,,,,"0,9074731589","0,9068260588","1,917916838","2,052854007","-0,1036794953","-0,1694262885","0,2606995205",
"1,952067094","8,242904033","109,0909091","0,2877321195","0,9668126256","0,9853315124","1,955595706","11,5","4,363636364",115,,,,,,,,,,,,,,,,"0,9397606102","0,9520284907","1,984708376","1,942786742","-0,09812054252","-0,1494663977","0,2519261802",
"2,47301179","9,248133142","110,9090909","0,2369629726","0,8894763073","1,11568217","2,532705889","11,8","4,276363636",118,,,,,,,,,,,,,,,,"1,066683477","1,129720505","2,27009623","1,578552688","-0,07972488323","-0,09415611352","0,2202549801",
"3,030422616","10,03380522","112,7272727","0,1972825647","0,8426132347","1,225306758","3,070075458","12,1","4,189090909",121,,,,,,,,,,,,,,,,"1,165884497","1,268601933","2,505556619","1,361597162","-0,06876753345","-0,06851373032","0,1995564563",
"3,626852199","10,79191085","114,5454545","0,1589944015","0,8044663832","1,336415151","3,666493782","12,4","4,101818182",124,,,,,,,,,,,,,,,,"1,261604905","1,402610504","2,743529044","1,191877716","-0,06019584426","-0,05178793362","0,1822470227",
"4,265031853","11,50529504","116,3636364","0,122964897","0,7734693333","1,445496933","4,302431228","12,7","4,014545455",127,,,,,,,,,,,,,,,,"1,351678666","1,528713769","2,976437466","1,05947598","-0,0535088879","-0,0406101044","0,1679860591",
"4,947884083","12,18913683","118,1818182","0,08842743261","0,7472574255","1,553924014","4,98426145",13,"3,927272727",130,,,,,,,,,,,,,,,,"1,438022328","1,649594895","3,207532289","0,952150613","-0,0480884148","-0,0326756816","0,1558830761",
"5,678535968","12,85019074",120,"0,05504087158","0,7245715324","1,662149662","5,714338548","13,3","3,84",133,,,,,,,,,,,,,,,,"1,52148873","1,766447859","3,437920591","0,8631302386","-0,04359243629","-0,02682148659","0,1454367507",
,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth Coef,"0,2",0,"0,2",2,"2,4"
boss_toxic,VisionDistance,VisionAng,FireDelay,SprayStreamDamageRate,SprayStreamDamage,DmgFront,SweepRotationTime,SweepRotationSpan,SprayStateTime,SprayModifierDamage,SprayRotationSpan,,,,,,,,,,,,,,RunTime,ShootTime,ShotsAvg,dVisionDist,dFireDelay,dBetweenShots,dDamagePerShot,
"2,016",10,120,"0,3","0,15","0,33","2,885555556",4,100,3,"0,132",60,,,,,,,,,,,,,,"1,161616162","1,161616162","8,744107744","0,3",0,"-0,004891304348","0,09530227185",
"2,2176","9,799613333","121,0909091","0,3","0,1532671739","0,2663423181","2,24099034","3,927272727","100,9090909","3,068181818","0,1065369272","61,09090909",,,,,,,,,,,,,,"1,136314815","1,136314815","8,413947722","0,3797982068",0,"-0,00646812209","0,09904189578",
"2,43936","9,874953774","122,1818182","0,3","0,1519840947","0,2859892252","2,442098512","3,854545455","101,8181818","3,136363636","0,1143956901","62,18181818",,,,,,,,,,,,,,"1,145827497","1,145827497","8,539127688","0,3507457403",0,"-0,005874164778","0,09758998387",
"2,683296","9,959552766","123,2727273","0,3","0,1505672609","0,3095276842","2,687014054","3,781818182","102,7272727","3,204545455","0,1238110737","63,27272727",,,,,,,,,,,,,,"1,156509188","1,156509188","8,681013657","0,3210517097",0,"-0,005277536774","0,09599493403",
"2,87112672","10,01866245","124,3636364","0,3","0,1495955996","0,3272015675","2,873089534","3,709090909","103,6363636","3,272727273","0,130880627","64,36363636",,,,,,,,,,,,,,"1,163972532","1,163972532","8,780793921","0,3017500695",0,"-0,004896641222","0,09490409874",
"3,07210559","10,07871556","125,4545455","0,3","0,1486210894","0,3460890069","3,07425031","3,636363636","104,5454545","3,340909091","0,1384356027","65,45454545",,,,,,,,,,,,,,"1,171554995","1,171554995","8,882831435","0,2834239662",0,"-0,004539720862","0,09381393078",
"3,891952982","10,3104721","126,5454545","0,3","0,1449089475","0,4228009088","3,926425808","3,563636364","105,4545455","3,409090909","0,1691203635","66,54545455",,,,,,,,,,,,,,"1,200817184","1,200817184","9,28670144","0,226205534",0,"-0,003446643396","0,08973405021",
"4,76918969","10,50110995","127,6363636","0,3","0,1420042409","0,4984255253","4,797700332","3,490909091","106,3636364","3,477272727","0,1993702101","67,63636364",,,,,,,,,,,,,,"1,22488762","1,22488762","9,625711542","0,1880377193",0,"-0,002752484378","0,08657368649",
"5,707832969","10,67224921","128,7272727","0,3","0,139499115","0,5772190629","5,734967325","3,418181818","107,2727273","3,545454545","0,2308876251","68,72727273",,,,,,,,,,,,,,"1,246496113","1,246496113","9,935512692","0,1595051547",0,"-0,002253876239","0,08387421557",
"6,712181277","10,82811988","129,8181818","0,3","0,1372965957","0,6591821165","6,738291849","3,345454545","108,1818182","3,613636364","0,2636728466","69,81818182",,,,,,,,,,,,,,"1,266176752","1,266176752","10,22220063","0,1374669472",0,"-0,001882081996","0,0815219113",
"7,786833966","10,97225976","130,9090909","0,3","0,1353231535","0,744661274","7,812374498","3,272727273","109,0909091","3,681818182","0,2978645096","70,90909091",,,,,,,,,,,,,,"1,284376232","1,284376232","10,4911787","0,1199381308",0,"-0,001595555606","0,0794318119",
"8,936712344","11,10711074",132,"0,3","0,1335292099","0,8339694662","8,962005709","3,2",110,"3,75","0,3335877865",72,,,,,,,,,,,,,,"1,301402871","1,301402871","10,74620363","0,1056744667",0,"-0,001369018768","0,0775467655",
,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth Coef,"0,2",0,"0,25",2,"2,45"
boss_ice,VisionDistance,VisionAng,FireDelay,SprayStreamDamageRate,SprayStreamDamage,DmgFront,SweepRotationTime,SweepRotationSpan,SprayStateTime,SprayRotationSpan,,,,,,,,,,,,,,,RunTime,ShootTime,ShotsAvg,dVisionDist,dFireDelay,dBetweenShots,dDamagePerShot,
"1,869",10,120,"0,3","0,12","0,25","2,67003367",4,100,"2,5",60,,,,,,,,,,,,,,,"1,161616162","1,161616162","10,68013468","0,3103346939",0,"-0,005059804791","0,07643410454",
"2,0559","9,809413016","121,0909091","0,3","0,1231073965","0,2030592429","2,079392303","3,927272727","100,9090909","2,556818182","61,09090909",,,,,,,,,,,,,,,"1,137552148","1,137552148","10,24032333","0,3919678774",0,"-0,006694962371","0,07971687064",
"2,26149","9,880789463","122,1818182","0,3","0,1218882593","0,2175755014","2,264239468","3,854545455","101,8181818","2,613636364","62,18181818",,,,,,,,,,,,,,,"1,146564326","1,146564326","10,4066839","0,3621937689",0,"-0,006077000269","0,07844252197",
"2,487639","9,961703382","123,2727273","0,3","0,1205306602","0,2350995241","2,491443251","3,781818182","102,7272727","2,670454545","63,27272727",,,,,,,,,,,,,,,"1,15678073","1,15678073","10,5973981","0,3314628639",0,"-0,005450874712","0,07703084499",
"2,66177373","10,01816161","124,3636364","0,3","0,1196022101","0,2482202248","2,663776144","3,709090909","103,6363636","2,727272727","64,36363636",,,,,,,,,,,,,,,"1,163909294","1,163909294","10,73150323","0,3115237294",0,"-0,005052380306","0,07606823696",
"2,848097891","10,07558221","125,4545455","0,3","0,1186709466","0,2622412551","2,850290916","3,636363636","104,5454545","2,784090909","65,45454545",,,,,,,,,,,,,,,"1,17115937","1,17115937","10,86896459","0,2925718141",0,"-0,004678921137","0,07510619101",
"3,608164743","10,29731473","126,5454545","0,3","0,1151249147","0,3191622716","3,64359749","3,563636364","105,4545455","2,840909091","66,54545455",,,,,,,,,,,,,,,"1,1991559","1,1991559","11,41612846","0,2332098378",0,"-0,00353366497","0,07150642477",
"3,860736276","10,34795363","127,6363636","0,3","0,114357619","0,3346890898","3,862957128","3,490909091","106,3636364","2,897727273","67,63636364",,,,,,,,,,,,,,,"1,205549701","1,205549701","11,54192726","0,2209086095",0,"-0,003307329451","0,07072705558",
"4,130987815","10,40716392","128,7272727","0,3","0,1134711532","0,3536461111","4,134182625","3,418181818","107,2727273","2,954545455","68,72727273",,,,,,,,,,,,,,,"1,213025747","1,213025747","11,69016849","0,2074462912",0,"-0,003062710559","0,06983017662",
"4,420156962","10,46648823","129,8181818","0,3","0,1125952966","0,3736157495","4,423554648","3,345454545","108,1818182","3,011363636","69,81818182",,,,,,,,,,,,,,,"1,220516191","1,220516191","11,83985058","0,1948427124",0,"-0,002836910943","0,06894736764",
"4,729567949","10,52611269","130,9090909","0,3","0,1117271641","0,3947145611","4,733203435","3,272727273","109,0909091","3,068181818","70,90909091",,,,,,,,,,,,,,,"1,228044532","1,228044532","11,9914589","0,1830057437",0,"-0,002627811517","0,06807566432",
"5,060637706","10,58603505",132,"0,3","0,1108667286","0,4170048666","5,064527097","3,2",110,"3,125",72,,,,,,,,,,,,,,,"1,235610485","1,235610485","12,14500718","0,1718894422",0,"-0,002434185556","0,06721498956",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turrel,CircleRadius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
