,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Interpolate N,Interpolate %,,,,,,,,,,,,,
"4,68980512","8,95175512","109,0909091","0,2399144495","0,828859728","2,035759523","4,711302314","11,5","4,8",115,,,,,,"1,02926201","1,089347561","2,314272516","0,4030786159","-0,02544688232","-0,05808585814","0,2700632685",
"5,252581734","9,169933279","110,9090909","0,2261405758","0,7974190484","2,181939212","5,275734662","11,8","4,8",118,,,,,,"1,056809757","1,130669182","2,417910927","0,3618088228","-0,02284146609","-0,04832771719","0,2584876031",
"5,882891543","9,389607995","112,7272727","0,2122722225","0,7680765424","2,338881739","5,908592133","12,1","4,8",121,,,,,,"1,084546464","1,172274242","2,526246639","0,3251108272","-0,02052467344","-0,04034342728","0,2474026052",
"6,765325274","9,668141216","114,5454545","0,1946880546","0,7335129912","2,55083975","6,810950961","12,4","4,8",124,,,,,,"1,1197148","1,225026745","2,670081866","0,2846818822","-0,01797234105","-0,03228405998","0,2340752199",
"7,780124065","9,944047239","116,3636364","0,177269745","0,7022241486","2,777699158","7,830080562","12,7","4,8",127,,,,,,"1,154551419","1,277281674","2,818908787","0,2502797703","-0,01580049055","-0,02606038961","0,2217170002",
"8,947142675","10,22362529","118,1818182","0,1596196157","0,6731130747","3,025370818","9,004225506",13,"4,8",130,,,,,,"1,189851678","1,330232062","2,976238632","0,2202645507","-0,01390559032","-0,02110917694","0,2099966022",
"10,73657121","10,60519964",120,"0,135530326","0,6365446827","3,38915753","10,85649381","13,3","4,8",133,,,,,,"1,238030257","1,402499931","3,203301621","0,185939789","-0,01173862304","-0,01598322662","0,1951111928",
,,,,,,,,,,,,,,,,,Growth Coef,"0,2",0,"0,2",2,"2,4"
boss_toxic,VisionDistance,VisionAng,FireDelay,SprayStreamDamageRate,SprayStreamDamage,DmgFront,SweepRotationTime,SweepRotationSpan,SprayStateTime,SprayModifierDamage,SprayRotationSpan,,,,RunTime,ShootTime,ShotsAvg,dVisionDist,dFireDelay,dBetweenShots,dDamagePerShot,
"1,74",10,120,"0,3","0,15","0,2","1,748821549",4,100,"1,8","0,06666666667",60,,,,"1,161616162","1,161616162","8,744107744","0,495",0,"-0,008070652174","0,09530227185",
"1,914","10,08176333","121,0909091","0,3","0,1486669022","0,2157418817","1,916433139",4,"100,9090909","1,840909091","0,08629675266","61,09090909",,,,"1,171939815","1,171939815","8,882990751","0,4548034655",0,"-0,007284631151","0,09381224823",
"2,1054","10,16770612","122,1818182","0,3","0,1472903483","0,2334692877","2,108306415",4,"101,8181818","1,881818182","0,09338771508","62,18181818",,,,"1,182791176","1,182791176","9,03033729","0,4163786631",0,"-0,006546806394","0,0922815291",
"2,31594","10,25416031","123,2727273","0,3","0,1459310114","0,2526300324","2,319128873",4,"102,7272727","1,922727273","0,101052013","63,27272727",,,,"1,19370711","1,19370711","9,179941319","0,3812471011",0,"-0,005884792857","0,09077763183",
"2,547534","10,3412391","124,3636364","0,3","0,1445868946","0,2733641089","2,551041241",4,"103,6363636","1,963636364","0,1093456436","64,36363636",,,,"1,204701907","1,204701907","9,332026984","0,3490851479",0,"-0,005289998178","0,08929821299",
"2,8022874","10,42894541","125,4545455","0,3","0,1432578028","0,2957999419","2,806144537",4,"104,5454545","2,004545455","0,1183199768","65,45454545",,,,"1,215775935","1,215775935","9,486629776","0,3196422192",0,"-0,004755582265","0,08784292768",
"3,08251614","10,51728544","126,5454545","0,3","0,1419434949","0,3200772327","3,086758106",4,"105,4545455","2,045454545","0,1280308931","66,54545455",,,,"1,22692998","1,22692998","9,643791532","0,2926878175",0,"-0,00427538452","0,08641137985",
"3,390767754","10,60626536","127,6363636","0,3","0,1406437368","0,3463471258","3,395432964",4,"106,3636364","2,086363636","0,1505857069","67,63636364",,,,"1,238164818","1,238164818","9,803554614","0,2680110772",0,"-0,003843877156","0,08500318161",
"3,729844529","10,69589136","128,7272727","0,3","0,1393582998","0,3747731729","3,734975232",4,"107,2727273","2,127272727","0,1873865864","68,72727273",,,,"1,249481233","1,249481233","9,965962087","0,2454190549",0,"-0,003456099201","0,08361795139",
"4,102828982","10,78616968","129,8181818","0,3","0,1380869608","0,4055323499","4,108471648",4,"108,1818182","2,168181818","0,2027661749","69,81818182",,,,"1,26088001","1,26088001","10,13105773","0,2247352009",0,"-0,003107597993","0,08225531387",
"4,513111881","10,87710659","130,9090909","0,3","0,1368295016","0,4388161592","4,519317618",4,"109,0909091","2,209090909","0,2194080796","70,90909091",,,,"1,272361943","1,272361943","10,29888604","0,2057979615",0,"-0,002794376765","0,0809148999",
"4,964423069","10,96870838",132,"0,3","0,1355857093","0,4748318222","4,971248092",4,110,"2,25","0,2374159111",72,,,,"1,283927826","1,283927826","10,46949227","0,1884595007",0,"-0,00251284766","0,07959634639",
,,,,,,,,,,,,,,,,,Growth Coef,"0,2",0,"0,25",2,"2,45"
boss_ice,VisionDistance,VisionAng,FireDelay,SprayStreamDamageRate,SprayStreamDamage,DmgFront,SweepRotationTime,SweepRotationSpan,SprayStateTime,SprayRotationSpan,,,,,RunTime,ShootTime,ShotsAvg,dVisionDist,dFireDelay,dBetweenShots,dDamagePerShot,
3,10,120,"0,3","0,12","0,28","2,99043771",4,100,"2,5",60,,,,,"1,161616162","1,161616162","10,68013468","0,2770845481",0,"-0,00451768285","0,07643410454",
"3,3","10,08577493","121,0909091","0,3","0,1186014958","0,3036611164","3,305531868",4,"100,9090909","2,556818182","61,09090909",,,,,"1,172446329","1,172446329","10,8855948","0,2525166823",0,"-0,004031550471","0,07499144934",
"3,63","10,16770854","122,1818182","0,3","0,1172933861","0,3279934519","3,635493339",4,"101,8181818","2,613636364","62,18181818",,,,,"1,182791483","1,182791483","11,08404243","0,231205118",0,"-0,003618658587","0,07364880958",
"3,993","10,25036591","123,2727273","0,3","0,1159996916","0,3543233919","3,999062386",4,"102,7272727","2,670454545","63,27272727",,,,,"1,193228019","1,193228019","11,28647579","0,2116635631",0,"-0,003247613406","0,07232785021",
"4,27251","10,30824481","124,3636364","0,3","0,1151116394","0,37410127","4,275722599",4,"103,6363636","2,727272727","64,36363636",,,,,"1,200535961","1,200535961","11,42931859","0,1989386422",0,"-0,003010565266","0,07142390198",
"4,5715857","10,36710341","125,4545455","0,3","0,1142209242","0,3952329671","4,575103012",4,"104,5454545","2,784090909","65,45454545",,,,,"1,207967603","1,207967603","11,57571203","0,1868450515",0,"-0,002788411177","0,0705206322",
"4,891596699","10,42623869","126,5454545","0,3","0,1133384097","0,417552302","4,895357667",4,"105,4545455","2,840909091","66,54545455",,,,,"1,215434178","1,215434178","11,72393888","0,1754911925",0,"-0,002582770555","0,0696290333",
"5,234008468","10,48566893","127,6363636","0,3","0,1124637524","0,4411322299","5,238032151",4,"106,3636364","2,897727273","67,63636364",,,,,"1,222937996","1,222937996","11,87406359","0,1648287152",0,"-0,002392356165","0,06874870798",
"5,495708891","10,52814145","128,7272727","0,3","0,1118472979","0,4588471728","5,497880829",4,"107,2727273","2,954545455","68,72727273",,,,,"1,228300688","1,228300688","11,98194334","0,1575964858",0,"-0,002264916322","0,06812972713",
"5,770494336","10,57110438","129,8181818","0,3","0,1112298511","0,4774202567","5,772810335",4,"108,1818182","3,011363636","69,81818182",,,,,"1,233725301","1,233725301","12,09167448","0,1506293516",0,"-0,002143370863","0,06751145442",
"6,059019053","10,61421582","130,9090909","0,3","0,1106163996","0,4967426235","6,06144998",4,"109,0909091","3,068181818","70,90909091",,,,,"1,239168664","1,239168664","12,20239555","0,1439717174",0,"-0,002028388376","0,06689887465",
"6,361970005","10,6574822",132,"0,3","0,1100068283","0,516847075","6,364522233",4,110,"3,125",72,,,,,"1,244631591","1,244631591","12,31413031","0,1376089476",0,"-0,001919598175","0,06629185415",
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
turrel,CircleRadius,,,,,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,
3,2,,,,,,,,,,,,,,,,,,,,,
4,2,,,,,,,,,,,,,,,,,,,,,
5,2,,,,,,,,,,,,,,,,,,,,,
6,2,,,,,,,,,,,,,,,,,,,,,
7,2,,,,,,,,,,,,,,,,,,,,,
8,2,,,,,,,,,,,,,,,,,,,,,
9,2,,,,,,,,,,,,,,,,,,,,,
10,2,,,,,,,,,,,,,,,,,,,,,
11,2,,,,,,,,,,,,,,,,,,,,,
12,2,,,,,,,,,,,,,,,,,,,,,
